team,year,avg_rank,avg_points,ppa_return,usage_return
Murray State,2015,147.5,29.535,,
Murray State,2016,171.66666666666666,22.796666666666667,,
Murray State,2017,171.5,27.775,,
Murray State,2018,192.25,22.155,,
Murray State,2019,195.0,22.83,,
Murray State,2022,162.5,41.61,,
Murray State,2023,148.0,48.385000000000005,,
NC State,2011,35.0,208.25,,
NC State,2012,53.0,173.79000000000002,,
NC State,2013,52.666666666666664,177.09333333333333,,
NC State,2014,54.25,174.33,0.24,0.337
NC State,2015,54.0,172.595,0.82,0.804
NC State,2016,44.0,189.935,0.558,0.525
NC State,2017,43.5,188.4275,0.859,0.72
NC State,2018,42.0,192.03249999999997,0.788,0.689
NC State,2019,40.0,196.84749999999997,0.131,0.248
NC State,2020,40.0,198.9975,0.6,0.712
NC State,2021,37.75,203.275,0.656,0.689
NC State,2022,33.0,208.765,0.695,0.62
NC State,2023,42.5,196.43749999999997,0.385,0.449
Navy,2011,119.0,38.65,,
Navy,2012,103.0,60.105000000000004,,
Navy,2013,108.0,69.74,,
Navy,2014,110.0,76.5925,,
Navy,2015,107.25,92.405,,
Navy,2016,113.5,100.69,,
Navy,2017,106.75,111.45499999999998,,
Navy,2018,99.75,120.1,,
Navy,2019,99.25,125.8025,,
Navy,2020,102.25,128.225,,
Navy,2021,111.0,127.39749999999998,,
Navy,2022,115.75,127.34249999999999,,
Navy,2023,123.75,106.535,,
Nebraska,2011,26.0,219.7,,
Nebraska,2012,21.0,232.64999999999998,,
Nebraska,2013,24.666666666666668,226.35666666666665,,
Nebraska,2014,24.0,224.9475,0.556,0.666
Nebraska,2015,26.25,220.0825,0.644,0.696
Nebraska,2016,29.75,211.6125,0.907,0.846
Nebraska,2017,28.25,212.36,0.19,0.241
Nebraska,2018,28.5,213.26250000000002,0.438,0.483
Nebraska,2019,25.5,220.19,0.704,0.703
Nebraska,2020,22.5,228.535,0.624,0.729
Nebraska,2021,21.0,234.4125,0.611,0.499
Nebraska,2022,20.25,232.45499999999998,0.167,0.227
Nebraska,2023,24.75,225.1275,0.14,0.403
Nevada,2011,91.0,144.64,,
Nevada,2012,103.0,97.46,,
Nevada,2013,94.33333333333333,110.03666666666668,,
Nevada,2014,92.75,113.76249999999999,,
Nevada,2015,90.25,109.13999999999999,,
Nevada,2016,86.0,127.19500000000001,,
Nevada,2017,93.0,123.08749999999999,,
Nevada,2018,94.75,123.11000000000001,,
Nevada,2019,95.0,130.5625,,
Nevada,2020,93.75,136.255,,
Nevada,2021,97.25,139.68,,
Nevada,2022,95.0,145.0025,,
Nevada,2023,103.25,133.06,,
New Hampshire,2014,123.0,6.67,,
New Hampshire,2015,203.0,11.22,,
New Hampshire,2016,196.5,13.915,,
New Hampshire,2017,205.0,14.153333333333334,,
New Hampshire,2018,207.5,14.015,,
New Hampshire,2019,212.75,13.205,,
New Mexico,2011,79.0,157.08,,
New Mexico,2012,92.0,107.465,,
New Mexico,2013,93.0,109.40000000000002,,
New Mexico,2014,93.0,112.6625,,
New Mexico,2015,96.5,101.5325,,
New Mexico,2016,99.25,114.5775,,
New Mexico,2017,96.25,121.7,,
New Mexico,2018,102.5,118.55,,
New Mexico,2019,110.25,117.98749999999998,,
New Mexico,2020,111.0,122.05,,
New Mexico,2021,116.75,122.195,,
New Mexico,2022,110.75,129.92000000000002,,
New Mexico,2023,104.5,133.4075,,
New Mexico State,2011,104.0,132.06,,
New Mexico State,2012,112.5,81.095,,
New Mexico State,2013,104.33333333333333,94.20666666666666,,
New Mexico State,2014,108.25,93.675,,
New Mexico State,2015,112.75,82.3575,,
New Mexico State,2016,113.75,96.77,,
New Mexico State,2017,123.75,90.285,,
New Mexico State,2018,126.0,90.90750000000001,,
New Mexico State,2019,126.75,96.535,,
New Mexico State,2020,125.5,105.97749999999999,,
New Mexico State,2021,126.5,109.49,,
New Mexico State,2022,122.75,117.5725,,
New Mexico State,2023,118.5,119.4975,,
Nicholls,2016,147.0,32.13,,
Nicholls,2017,160.5,37.055,,
Nicholls,2019,211.5,24.325,,
Norfolk State,2012,122.0,6.67,,
Norfolk State,2014,150.5,6.515000000000001,,
Norfolk State,2015,199.0,7.5,,
Norfolk State,2016,207.66666666666666,7.66,,
North Carolina,2011,23.0,224.64,,
North Carolina,2012,20.5,227.785,,
North Carolina,2013,27.333333333333332,218.37333333333333,,
North Carolina,2014,27.5,215.38500000000002,0.492,0.628
North Carolina,2015,29.25,212.62,0.885,0.95
North Carolina,2016,31.75,208.39999999999998,0.567,0.471
North Carolina,2017,29.5,209.72,0.156,0.127
North Carolina,2018,29.75,210.06750000000002,0.824,0.831
North Carolina,2019,27.25,214.74,0.515,0.423
North Carolina,2020,27.75,215.87000000000003,0.939,0.95
North Carolina,2021,24.5,226.325,0.505,0.541
North Carolina,2022,20.75,237.85,0.447,0.356
North Carolina,2023,18.5,244.40749999999997,0.754,0.819
North Carolina A&T,2015,226.0,6.67,,
North Carolina A&T,2016,246.5,3.32,,
North Carolina A&T,2017,238.66666666666666,7.083333333333333,,
North Carolina A&T,2018,243.0,6.055,,
North Carolina A&T,2019,236.5,7.927499999999999,,
North Carolina A&T,2020,222.5,12.8575,,
North Carolina A&T,2021,223.0,12.085,,
North Carolina A&T,2022,194.5,21.0675,,
North Carolina Central,2014,181.0,4.98,,
North Carolina Central,2015,199.0,6.9350000000000005,,
North Carolina Central,2016,202.0,8.366666666666667,,
North Carolina Central,2017,208.33333333333334,14.979999999999999,,
North Carolina Central,2019,200.33333333333334,20.906666666666666,,
North Carolina Central,2020,197.33333333333334,25.49333333333333,,
North Carolina Central,2022,209.0,18.82,,
North Dakota,2013,170.0,6.67,,
North Dakota,2014,189.0,6.67,,
North Dakota,2015,226.0,4.42,,
North Dakota,2016,214.0,8.877500000000001,,
North Dakota,2017,222.25,12.700000000000001,,
North Dakota,2018,209.75,24.5225,,
North Dakota,2019,175.75,32.1,,
North Dakota,2020,180.25,33.4125,,
North Dakota,2021,184.0,31.119999999999997,,
North Dakota State,2013,136.0,0.0,,
North Dakota State,2014,177.0,0.0,,
North Dakota State,2015,165.33333333333334,12.293333333333335,,
North Dakota State,2016,164.0,33.346666666666664,,
North Dakota State,2017,157.0,44.3225,,
North Dakota State,2018,136.25,64.985,,
North Dakota State,2019,134.25,77.495,,
North Dakota State,2020,136.75,83.4375,,
North Dakota State,2022,139.0,83.76,,
North Dakota State,2023,139.33333333333334,70.28333333333335,,
North Texas,2011,117.0,83.28,,
North Texas,2012,113.0,69.22,,
North Texas,2013,108.66666666666667,82.40666666666667,,
North Texas,2014,111.25,85.20499999999998,,
North Texas,2015,107.75,90.63499999999999,,
North Texas,2016,104.0,108.495,,
North Texas,2017,104.5,111.88999999999999,,
North Texas,2018,103.5,116.28,,
North Texas,2019,103.0,121.815,,
North Texas,2020,98.25,129.86,,
North Texas,2021,89.75,140.41,,
North Texas,2022,81.0,151.0925,,
North Texas,2023,85.25,145.045,,
Northern Arizona,2014,159.0,21.71,,
Northern Arizona,2015,146.5,37.78,,
Northern Arizona,2016,141.0,47.106666666666676,,
Northern Arizona,2017,140.25,54.0825,,
Northern Arizona,2018,135.5,68.0625,,
Northern Arizona,2019,151.5,58.2525,,
Northern Arizona,2020,155.0,62.912499999999994,,
Northern Arizona,2021,155.25,65.675,,
Northern Arizona,2022,152.25,66.4975,,
Northern Colorado,2013,175.0,6.67,,
Northern Colorado,2014,172.5,11.475000000000001,,
Northern Colorado,2015,169.66666666666666,14.5,,
Northern Colorado,2016,177.5,14.207500000000001,,
Northern Colorado,2017,172.0,26.6175,,
Northern Colorado,2019,173.0,39.193333333333335,,
Northern Colorado,2020,171.66666666666666,43.89000000000001,,
Northern Colorado,2021,176.33333333333334,37.27333333333333,,
Northern Colorado,2023,184.0,24.063333333333333,,
Northern Illinois,2011,98.0,139.25,,
Northern Illinois,2012,96.5,103.535,,
Northern Illinois,2013,98.66666666666667,103.86666666666667,,
Northern Illinois,2014,99.5,105.1225,,
Northern Illinois,2015,99.5,97.69,,
Northern Illinois,2016,96.5,115.47,,
Northern Illinois,2017,98.75,117.1875,,
Northern Illinois,2018,97.5,120.64999999999999,,
Northern Illinois,2019,96.25,128.6925,,
Northern Illinois,2020,102.5,127.4975,,
Northern Illinois,2021,97.25,137.07,,
Northern Illinois,2022,95.75,142.03249999999997,,
Northern Illinois,2023,94.25,142.1475,,
Northern Iowa,2012,122.0,28.92,,
Northern Iowa,2013,133.0,23.28,,
Northern Iowa,2014,156.66666666666666,17.743333333333336,,
Northern Iowa,2015,156.75,19.387500000000003,,
Northern Iowa,2016,161.5,21.935,,
Northern Iowa,2017,161.0,34.599999999999994,,
Northern Iowa,2018,158.0,39.625,,
Northern Iowa,2019,166.0,37.765,,
Northern Iowa,2020,169.0,43.5925,,
Northern Iowa,2021,170.0,43.8375,,
Northern Iowa,2022,157.75,46.45,,
Northern Iowa,2023,147.75,48.947500000000005,,
Northwestern,2011,67.0,176.85,,
Northwestern,2012,64.0,163.72,,
Northwestern,2013,61.0,168.73333333333335,,
Northwestern,2014,59.0,170.21,0.742,0.647
Northwestern,2015,54.0,171.6675,0.405,0.442
Northwestern,2016,52.5,177.7275,0.704,0.848
Northwestern,2017,51.75,176.76500000000001,0.636,0.872
Northwestern,2018,51.0,178.6225,0.615,0.641
Northwestern,2019,53.75,177.9975,0.359,0.347
Northwestern,2020,53.0,181.325,0.841,0.969
Northwestern,2021,51.75,185.26999999999998,0.14,0.179
Northwestern,2022,51.75,185.8275,0.367,0.411
Northwestern,2023,49.25,188.6875,0.657,0.599
Northwestern State,2015,210.0,10.04,,
Northwestern State,2016,193.5,16.48,,
Northwestern State,2017,189.33333333333334,22.75333333333333,,
Northwestern State,2018,192.5,22.509999999999998,,
Northwestern State,2019,189.25,23.6725,,
Northwestern State,2021,203.66666666666666,18.69333333333333,,
Northwestern State,2022,196.33333333333334,14.943333333333333,,
Notre Dame,2011,15.0,241.92,,
Notre Dame,2012,12.0,256.65,,
Notre Dame,2013,13.666666666666666,253.83666666666667,,
Notre Dame,2014,11.5,261.57,0.457,0.627
Notre Dame,2015,10.5,266.20000000000005,0.536,0.407
Notre Dame,2016,11.5,265.3025,0.656,0.688
Notre Dame,2017,11.0,265.6075,0.516,0.388
Notre Dame,2018,12.25,257.245,0.676,0.615
Notre Dame,2019,12.0,259.35,0.659,0.617
Notre Dame,2020,12.75,257.0425,0.591,0.64
Notre Dame,2021,13.25,257.5475,0.366,0.458
Notre Dame,2022,13.0,262.005,0.418,0.402
Notre Dame,2023,12.25,263.65,0.345,0.324
Ohio,2011,112.0,101.59,,
Ohio,2012,104.0,84.695,,
Ohio,2013,100.33333333333333,95.37,,
Ohio,2014,104.5,95.725,,
Ohio,2015,102.0,96.6075,,
Ohio,2016,101.0,111.82750000000001,,
Ohio,2017,106.5,110.1025,,
Ohio,2018,103.0,116.1125,,
Ohio,2019,107.75,117.5675,,
Ohio,2020,110.5,119.925,,
Ohio,2021,114.0,121.71,,
Ohio,2022,113.0,125.9025,,
Ohio,2023,115.75,111.585,,
Ohio State,2011,18.0,237.38,,
Ohio State,2012,12.0,257.925,,
Ohio State,2013,9.666666666666666,267.32666666666665,,
Ohio State,2014,7.75,276.3325,0.62,0.571
Ohio State,2015,4.0,291.00750000000005,0.825,0.913
Ohio State,2016,4.25,291.29,0.244,0.285
Ohio State,2017,4.0,292.0375,0.603,0.766
Ohio State,2018,4.0,294.235,0.603,0.525
Ohio State,2019,3.75,299.48,0.281,0.324
Ohio State,2020,5.5,294.875,0.623,0.615
Ohio State,2021,5.75,296.365,0.47,0.401
Ohio State,2022,5.75,295.7025,0.747,0.743
Ohio State,2023,6.25,291.675,0.644,0.636
Oklahoma,2011,5.0,283.58,,
Oklahoma,2012,9.0,270.185,,
Oklahoma,2013,10.0,265.15000000000003,,
Oklahoma,2014,11.5,259.34499999999997,0.585,0.522
Oklahoma,2015,13.75,250.685,0.831,0.866
Oklahoma,2016,14.25,248.91,0.766,0.805
Oklahoma,2017,16.0,244.8225,0.594,0.526
Oklahoma,2018,14.0,252.03750000000002,0.408,0.441
Oklahoma,2019,12.75,258.95750000000004,0.363,0.424
Oklahoma,2020,10.5,266.355,0.278,0.372
Oklahoma,2021,8.5,271.5725,0.711,0.588
Oklahoma,2022,9.25,270.855,0.277,0.211
Oklahoma,2023,9.0,268.38250000000005,0.527,0.675
Oklahoma State,2011,29.0,213.1,,
Oklahoma State,2012,27.0,212.95999999999998,,
Oklahoma State,2013,28.333333333333332,213.24666666666667,,
Oklahoma State,2014,29.0,209.81500000000003,0.431,0.472
Oklahoma State,2015,28.5,210.9375,0.723,0.443
Oklahoma State,2016,32.25,205.5525,0.659,0.753
Oklahoma State,2017,35.75,198.18,0.739,0.762
Oklahoma State,2018,37.5,196.845,0.295,0.445
Oklahoma State,2019,39.25,194.93,0.438,0.312
Oklahoma State,2020,38.75,197.63250000000002,0.868,0.856
Oklahoma State,2021,38.75,199.6375,0.511,0.679
Oklahoma State,2022,39.0,200.15750000000003,0.903,0.66
Oklahoma State,2023,37.75,202.0225,0.3,0.335
Old Dominion,2012,129.0,8.32,,
Old Dominion,2013,128.0,24.445,,
Old Dominion,2014,126.0,45.453333333333326,,
Old Dominion,2015,113.75,68.1075,,
Old Dominion,2016,109.0,94.94,,
Old Dominion,2017,107.25,111.45500000000001,,
Old Dominion,2018,107.75,114.44,,
Old Dominion,2019,120.5,107.49000000000001,,
Old Dominion,2020,122.0,110.655,,
Old Dominion,2021,115.5,120.685,,
Old Dominion,2022,109.5,129.7675,,
Old Dominion,2023,104.0,132.41250000000002,,
Ole Miss,2011,24.0,223.7,,
Ole Miss,2012,22.0,225.075,,
Ole Miss,2013,30.666666666666668,213.61333333333332,,
Ole Miss,2014,25.0,229.08999999999997,0.625,0.749
Ole Miss,2015,22.75,233.445,0.547,0.445
Ole Miss,2016,22.0,238.26,0.771,0.723
Ole Miss,2017,11.25,261.01,0.303,0.369
Ole Miss,2018,17.0,244.0375,0.622,0.526
Ole Miss,2019,21.25,236.63,0.283,0.33
Ole Miss,2020,22.5,234.73000000000002,0.899,0.853
Ole Miss,2021,29.75,215.32500000000002,0.77,0.866
Ole Miss,2022,26.5,222.0575,0.032,0.107
Ole Miss,2023,24.25,224.78,0.618,0.728
Oregon,2011,12.0,250.88,,
Oregon,2012,12.0,253.98499999999999,,
Oregon,2013,12.666666666666666,253.07333333333335,,
Oregon,2014,14.25,246.595,0.707,0.807
Oregon,2015,16.5,241.985,0.478,0.56
Oregon,2016,17.5,239.16,0.608,0.514
Oregon,2017,20.75,230.4525,0.489,0.658
Oregon,2018,20.75,231.1725,0.658,0.616
Oregon,2019,18.75,238.11749999999998,0.735,0.828
Oregon,2020,16.5,246.165,0.489,0.541
Oregon,2021,12.75,256.9325,0.522,0.54
Oregon,2022,9.5,271.26750000000004,0.163,0.169
Oregon,2023,9.5,267.055,0.807,0.844
Oregon State,2011,62.0,178.62,,
Oregon State,2012,52.0,177.23000000000002,,
Oregon State,2013,49.333333333333336,183.36333333333334,,
Oregon State,2014,48.25,184.1725,,
Oregon State,2015,47.75,181.25750000000002,,
Oregon State,2016,52.5,179.27,,
Oregon State,2017,56.0,172.655,,
Oregon State,2018,57.5,171.335,,
Oregon State,2019,60.0,172.88,,
Oregon State,2020,61.25,174.12749999999997,,
Oregon State,2021,60.0,177.365,,
Oregon State,2022,74.25,164.89749999999998,,
Oregon State,2023,70.75,166.965,,
Penn State,2011,13.0,249.63,,
Penn State,2012,22.0,225.515,,
Penn State,2013,30.333333333333332,214.5533333333333,,
Penn State,2014,31.0,209.84,0.539,0.85
Penn State,2015,33.75,202.76999999999998,0.748,0.789
Penn State,2016,29.5,214.92,0.651,0.521
Penn State,2017,22.75,226.20999999999998,0.847,0.925
Penn State,2018,18.25,237.4025,0.589,0.631
Penn State,2019,13.75,253.545,0.401,0.198
Penn State,2020,13.25,258.71250000000003,0.792,0.819
Penn State,2021,12.0,263.27750000000003,0.843,0.808
Penn State,2022,13.5,257.26750000000004,0.761,0.692
Penn State,2023,13.5,255.45250000000004,0.428,0.489
Pennsylvania,2013,137.0,21.17,,
Pennsylvania,2014,138.0,27.67,,
Pennsylvania,2016,155.33333333333334,23.100000000000005,,
Pennsylvania,2017,162.33333333333334,33.85,,
Pennsylvania,2018,162.33333333333334,48.86666666666667,,
Pennsylvania,2019,147.66666666666666,63.223333333333336,,
Pennsylvania,2020,150.25,61.165000000000006,,
Pennsylvania,2021,150.0,60.33,,
Pennsylvania,2022,150.0,52.4925,,
Pennsylvania,2023,156.5,41.305,,
Pittsburgh,2011,31.0,212.43,,
Pittsburgh,2012,46.5,181.35500000000002,,
Pittsburgh,2013,45.333333333333336,187.17333333333332,,
Pittsburgh,2014,42.0,189.39,0.494,0.548
Pittsburgh,2015,45.25,183.1975,0.842,0.875
Pittsburgh,2016,41.25,191.4225,0.693,0.723
Pittsburgh,2017,38.0,194.02749999999997,0.379,0.365
Pittsburgh,2018,39.25,195.54749999999999,0.508,0.449
Pittsburgh,2019,40.0,196.93,0.51,0.584
Pittsburgh,2020,43.0,196.5175,0.738,0.782
Pittsburgh,2021,46.5,192.3725,0.854,0.935
Pittsburgh,2022,43.75,194.45499999999998,0.288,0.387
Pittsburgh,2023,51.0,184.42999999999998,0.319,0.292
Portland State,2013,130.0,26.61,,
Portland State,2014,166.0,16.71,,
Portland State,2015,155.0,32.43333333333333,,
Portland State,2016,166.75,27.6475,,
Portland State,2017,176.0,32.54,,
Portland State,2018,168.75,40.294999999999995,,
Portland State,2019,183.0,28.509999999999998,,
Portland State,2020,160.0,58.400000000000006,,
Portland State,2021,158.5,57.352500000000006,,
Portland State,2022,163.0,49.72,,
Portland State,2023,154.0,51.5,,
Prairie View A&M,2015,223.0,7.93,,
Prairie View A&M,2016,205.0,13.035,,
Prairie View A&M,2017,199.33333333333334,18.533333333333335,,
Prairie View A&M,2018,194.5,22.2425,,
Prairie View A&M,2019,183.25,25.9725,,
Prairie View A&M,2021,183.0,29.02333333333333,,
Presbyterian,2013,180.0,5.98,,
Presbyterian,2014,183.5,7.985,,
Presbyterian,2015,188.66666666666666,9.533333333333333,,
Presbyterian,2016,188.5,11.3825,,
Princeton,2014,159.0,10.24,,
Princeton,2015,154.0,20.405,,
Princeton,2016,153.33333333333334,25.36333333333333,,
Princeton,2017,158.0,36.02,,
Princeton,2018,157.25,41.025,,
Princeton,2019,149.0,63.14,,
Princeton,2020,143.5,83.1425,,
Princeton,2021,131.25,104.96750000000002,,
Princeton,2022,125.0,108.23500000000001,,
Princeton,2023,128.75,92.54,,
Purdue,2011,53.0,186.34,,
Purdue,2012,64.0,158.11,,
Purdue,2013,59.0,168.16333333333333,,
Purdue,2014,59.5,166.63500000000002,0.862,0.748
Purdue,2015,63.75,159.055,0.543,0.449
Purdue,2016,61.75,167.2975,0.69,0.711
Purdue,2017,69.5,156.5025,0.565,0.779
Purdue,2018,72.25,155.7125,0.768,0.902
Purdue,2019,67.75,163.785,0.414,0.258
Purdue,2020,57.25,179.2525,0.819,0.933
Purdue,2021,45.5,195.07500000000002,0.904,0.895
Purdue,2022,45.5,195.28250000000003,0.601,0.603
Purdue,2023,42.0,199.805,0.344,0.363
Rhode Island,2014,215.0,0.0,,
Rhode Island,2015,195.5,8.5,,
Rhode Island,2016,188.33333333333334,14.296666666666667,,
Rhode Island,2018,172.66666666666666,29.676666666666666,,
Rhode Island,2019,181.66666666666666,28.060000000000002,,
Rhode Island,2020,193.66666666666666,26.106666666666666,,
Rhode Island,2021,188.33333333333334,30.003333333333334,,
Rhode Island,2022,187.75,24.7325,,
Rice,2011,92.0,144.16,,
Rice,2012,94.5,105.935,,
Rice,2013,91.33333333333333,111.83333333333333,,
Rice,2014,91.25,114.68,,
Rice,2015,91.0,108.065,,
Rice,2016,92.0,121.16499999999999,,
Rice,2017,103.0,113.7225,,
Rice,2018,110.75,108.1975,,
Rice,2019,116.0,108.87750000000001,,
Rice,2020,118.5,111.8575,,
Rice,2021,109.5,125.31750000000001,,
Rice,2022,102.25,135.385,,
Rice,2023,104.0,130.9975,,
Richmond,2013,183.0,4.35,,
Richmond,2014,163.5,17.169999999999998,,
Richmond,2015,165.66666666666666,17.866666666666667,,
Richmond,2016,173.0,17.322499999999998,,
Richmond,2017,165.25,30.7075,,
Richmond,2018,179.25,28.885,,
Richmond,2019,192.0,26.174999999999997,,
Richmond,2020,187.5,31.1075,,
Richmond,2022,209.0,17.94,,
Robert Morris,2014,216.0,0.0,,
Robert Morris,2015,213.5,4.975,,
Robert Morris,2016,208.0,8.303333333333333,,
Rutgers,2011,54.0,186.09,,
Rutgers,2012,41.5,195.985,,
Rutgers,2013,35.333333333333336,206.07000000000002,,
Rutgers,2014,38.5,199.75,0.566,0.792
Rutgers,2015,39.0,196.7625,0.456,0.609
Rutgers,2016,45.75,188.34,0.722,0.828
Rutgers,2017,56.0,172.73,0.537,0.532
Rutgers,2018,54.5,174.785,0.476,0.412
Rutgers,2019,54.5,177.32,0.1,0.732
Rutgers,2020,56.5,177.85500000000002,0.878,0.931
Rutgers,2021,56.5,179.44,0.922,0.846
Rutgers,2022,56.25,180.105,0.646,0.709
Rutgers,2023,50.5,186.5525,0.439,0.765
SE Louisiana,2014,169.0,17.21,,
SE Louisiana,2015,177.0,16.08,,
SE Louisiana,2016,176.33333333333334,18.89,,
SE Louisiana,2017,176.0,24.415,,
SE Louisiana,2018,191.75,22.37,,
SE Louisiana,2019,197.75,21.41,,
SE Louisiana,2020,202.0,22.96,,
SE Louisiana,2022,191.33333333333334,25.286666666666665,,
SMU,2011,66.0,177.12,,
SMU,2012,66.5,160.85500000000002,,
SMU,2013,67.66666666666667,157.17666666666665,,
SMU,2014,68.75,154.98250000000002,,
SMU,2015,72.25,142.76,,
SMU,2016,75.75,142.36,,
SMU,2017,77.0,142.9725,,
SMU,2018,79.0,140.9725,,
SMU,2019,80.75,146.8325,,
SMU,2020,77.5,152.905,,
SMU,2021,79.0,154.075,,
SMU,2022,72.25,164.3775,,
SMU,2023,71.0,163.055,,
Sacramento State,2014,142.0,31.16,,
Sacramento State,2015,184.5,18.915,,
Sacramento State,2017,200.0,14.833333333333334,,
Sacramento State,2018,213.66666666666666,14.89,,
Sacramento State,2019,191.0,23.73,,
Sacramento State,2020,178.33333333333334,31.299999999999997,,
Sacramento State,2021,168.0,45.94499999999999,,
Sacramento State,2022,162.5,42.1325,,
Sacramento State,2023,165.0,37.0025,,
Sacred Heart,2017,231.0,12.5,,
Sacred Heart,2018,241.0,9.21,,
Sam Houston,2014,164.0,20.96,,
Sam Houston,2015,178.5,17.125,,
Sam Houston,2016,175.0,21.403333333333336,,
Sam Houston,2017,166.25,33.3775,,
Sam Houston,2018,161.5,45.582499999999996,,
Sam Houston,2019,156.5,48.550000000000004,,
Sam Houston,2020,155.25,53.182500000000005,,
Sam Houston,2021,166.25,42.4925,,
Sam Houston,2022,171.75,28.465,,
Sam Houston,2023,158.75,47.505,,
Samford,2014,133.0,46.1,,
Samford,2015,138.5,40.260000000000005,,
Samford,2016,140.0,39.44,,
Samford,2017,141.5,45.735,,
Samford,2018,159.0,39.64,,
Samford,2019,171.75,34.885000000000005,,
Samford,2020,189.25,30.16,,
Samford,2021,201.75,19.305,,
San Diego,2017,205.0,20.91,,
San Diego,2019,225.5,13.79,,
San Diego,2020,216.33333333333334,18.316666666666666,,
San Diego,2021,208.66666666666666,20.563333333333333,,
San Diego State,2011,75.0,165.98,,
San Diego State,2012,76.5,142.20999999999998,,
San Diego State,2013,76.0,141.26333333333332,,
San Diego State,2014,74.25,143.73999999999998,,
San Diego State,2015,73.75,139.225,,
San Diego State,2016,71.75,150.105,,
San Diego State,2017,73.5,150.74499999999998,,
San Diego State,2018,75.5,150.375,,
San Diego State,2019,77.0,153.285,,
San Diego State,2020,82.25,150.0925,,
San Diego State,2021,87.75,150.2525,,
San Diego State,2022,84.0,155.325,,
San Diego State,2023,80.5,157.5325,,
San José State,2011,96.0,140.49,,
San José State,2012,106.0,94.66,,
San José State,2013,105.33333333333333,97.48666666666668,,
San José State,2014,109.75,94.02,,
San José State,2015,106.5,90.1425,,
San José State,2016,93.0,119.72,,
San José State,2017,88.0,128.395,,
