team,year,avg_rank,avg_points,ppa_return,usage_return
Air Force,2011,120.0,26.17,,
Air Force,2012,104.5,52.015,,
Air Force,2013,98.33333333333333,75.14,,
Air Force,2014,100.5,83.04,,
Air Force,2015,98.5,100.9425,,
Air Force,2016,107.0,105.9825,,
Air Force,2017,114.0,103.36000000000001,,
Air Force,2018,114.5,105.64500000000001,,
Air Force,2019,117.0,108.82749999999999,,
Air Force,2020,113.0,117.94749999999999,,
Air Force,2021,111.25,125.75,,
Air Force,2022,106.5,132.82,,
Air Force,2023,104.5,132.7225,,
Akron,2011,102.0,136.89,,
Akron,2012,108.0,93.595,,
Akron,2013,112.33333333333333,85.76333333333332,,
Akron,2014,113.0,88.7325,,
Akron,2015,115.75,78.8425,,
Akron,2016,119.0,86.86249999999998,,
Akron,2017,121.75,89.91,,
Akron,2018,125.75,87.72749999999999,,
Akron,2019,129.25,90.5975,,
Akron,2020,126.0,102.56,,
Akron,2021,124.25,114.35749999999999,,
Akron,2022,121.25,120.4425,,
Akron,2023,121.25,113.66499999999999,,
Alabama,2011,4.0,284.2,,
Alabama,2012,2.5,291.35,,
Alabama,2013,2.0,298.6066666666666,,
Alabama,2014,1.75,303.83,0.574,0.589
Alabama,2015,1.0,312.7075,0.222,0.251
Alabama,2016,1.0,315.85749999999996,0.341,0.279
Alabama,2017,1.0,313.08750000000003,0.731,0.791
Alabama,2018,1.0,314.18,0.777,0.756
Alabama,2019,2.0,306.73749999999995,0.696,0.632
Alabama,2020,2.0,308.33750000000003,0.501,0.593
Alabama,2021,2.25,310.4375,0.192,0.26
Alabama,2022,2.25,311.4475,0.552,0.586
Alabama,2023,1.5,319.52500000000003,0.396,0.388
Alabama A&M,2016,186.0,9.99,,
Alabama A&M,2017,214.0,9.205,,
Alabama A&M,2018,221.5,15.125,,
Alabama A&M,2019,223.0,12.743333333333332,,
Alabama A&M,2021,218.66666666666666,13.806666666666667,,
Alabama A&M,2022,206.0,11.65,,
Alabama State,2014,196.0,8.12,,
Alabama State,2015,181.5,14.105,,
Alabama State,2016,193.0,12.726666666666667,,
Alabama State,2018,192.66666666666666,18.69333333333333,,
Alabama State,2019,201.66666666666666,17.186666666666667,,
Alcorn State,2015,149.0,26.36,,
Alcorn State,2016,157.0,28.48,,
Alcorn State,2017,170.0,27.503333333333334,,
Alcorn State,2018,185.33333333333334,27.123333333333335,,
Alcorn State,2019,177.5,29.8425,,
Alcorn State,2020,187.75,27.5875,,
App State,2012,133.0,4.32,,
App State,2013,129.0,25.295,,
App State,2014,127.66666666666667,43.07666666666666,,
App State,2015,117.5,62.62,,
App State,2016,112.75,89.5475,,
App State,2017,108.75,105.91,,
App State,2018,104.25,115.445,,
App State,2019,110.75,115.1825,,
App State,2020,107.5,121.92500000000001,,
App State,2021,101.0,132.6425,,
App State,2022,91.5,143.73250000000002,,
App State,2023,84.0,149.85,,
Arizona,2011,58.0,183.75,,
Arizona,2012,53.0,175.345,,
Arizona,2013,49.333333333333336,183.3166666666667,,
Arizona,2014,48.0,184.71499999999997,,
Arizona,2015,41.25,192.10000000000002,,
Arizona,2016,40.0,197.0075,,
Arizona,2017,41.5,192.29749999999999,,
Arizona,2018,41.75,191.53999999999996,,
Arizona,2019,49.25,182.72499999999997,,
Arizona,2020,52.0,181.74999999999997,,
Arizona,2021,55.5,179.36749999999998,,
Arizona,2022,63.0,172.20999999999998,,
Arizona,2023,53.25,183.79749999999999,,
Arizona State,2011,40.0,203.28,,
Arizona State,2012,52.5,174.98000000000002,,
Arizona State,2013,47.0,185.09666666666666,,
Arizona State,2014,45.0,187.01749999999998,,
Arizona State,2015,40.75,191.995,,
Arizona State,2016,29.25,213.5075,,
Arizona State,2017,26.25,216.57999999999998,,
Arizona State,2018,24.5,220.055,,
Arizona State,2019,27.75,216.0725,,
Arizona State,2020,30.0,212.83,,
Arizona State,2021,30.0,215.79250000000002,,
Arizona State,2022,34.0,210.6175,,
Arizona State,2023,50.75,188.845,,
Arkansas,2011,41.0,203.21,,
Arkansas,2012,31.0,214.715,,
Arkansas,2013,29.666666666666668,217.18333333333337,,
Arkansas,2014,28.0,217.03750000000002,0.667,0.856
Arkansas,2015,25.0,220.11,0.888,0.942
Arkansas,2016,25.25,219.1825,0.395,0.3
Arkansas,2017,24.25,218.4875,0.566,0.544
Arkansas,2018,25.25,217.5225,0.669,0.653
Arkansas,2019,30.25,211.675,0.398,0.466
Arkansas,2020,30.5,215.34,0.667,0.505
Arkansas,2021,32.25,213.54500000000002,0.505,0.423
Arkansas,2022,31.5,213.6575,0.681,0.744
Arkansas,2023,26.25,220.05249999999998,0.581,0.777
Arkansas State,2011,94.0,142.14,,
Arkansas State,2012,106.0,95.195,,
Arkansas State,2013,92.0,117.46999999999998,,
Arkansas State,2014,94.0,116.53999999999999,,
Arkansas State,2015,94.25,108.8825,,
Arkansas State,2016,87.25,129.6825,,
Arkansas State,2017,93.75,122.2225,,
Arkansas State,2018,96.5,122.51249999999999,,
Arkansas State,2019,94.75,131.64249999999998,,
Arkansas State,2020,96.0,134.62,,
Arkansas State,2021,96.5,138.7625,,
Arkansas State,2022,95.25,143.1875,,
Arkansas State,2023,90.0,147.8375,,
Arkansas-Pine Bluff,2020,218.0,16.4,,
Arkansas-Pine Bluff,2023,213.5,16.465,,
Army,2011,113.0,99.95,,
Army,2012,100.5,88.92,,
Army,2013,109.0,74.41666666666667,,
Army,2014,113.5,74.33,,
Army,2015,115.5,71.1475,,
Army,2016,123.5,76.8825,,
Army,2017,121.25,92.75500000000001,,
Army,2018,119.5,100.83000000000001,,
Army,2019,118.5,108.6975,,
Army,2020,113.25,118.42750000000001,,
Army,2021,111.75,126.06,,
Army,2022,109.0,132.28500000000003,,
Army,2023,119.25,107.1975,,
Auburn,2011,6.0,277.2,,
Auburn,2012,5.5,279.11,,
Auburn,2013,7.333333333333333,273.3433333333333,,
Auburn,2014,8.0,271.8725,0.807,0.68
Auburn,2015,8.0,271.85249999999996,0.202,0.157
Auburn,2016,8.75,271.175,0.569,0.488
Auburn,2017,8.25,274.5075,0.516,0.552
Auburn,2018,8.0,271.62249999999995,0.828,0.704
Auburn,2019,9.5,268.03499999999997,0.415,0.447
Auburn,2020,10.25,266.4425,0.73,0.71
Auburn,2021,9.75,266.3075,0.605,0.714
Auburn,2022,15.0,253.735,0.452,0.558
Auburn,2023,17.25,245.38,0.787,0.657
Austin Peay,2014,163.0,21.02,,
Austin Peay,2015,159.5,23.03,,
Austin Peay,2016,157.33333333333334,27.06,,
Austin Peay,2017,154.0,37.265,,
Austin Peay,2018,146.25,54.22,,
Austin Peay,2019,140.5,70.05,,
Austin Peay,2020,143.5,72.82499999999999,,
Austin Peay,2021,158.5,60.145,,
Austin Peay,2022,164.25,43.9925,,
Austin Peay,2023,166.75,29.5525,,
BYU,2011,33.0,211.56,,
BYU,2012,51.0,177.765,,
BYU,2013,57.666666666666664,168.05333333333334,,
BYU,2014,59.75,164.1775,0.552,0.861
BYU,2015,67.5,151.715,0.575,0.53
BYU,2016,66.5,156.9875,0.679,0.748
BYU,2017,61.0,164.29250000000002,0.306,0.255
BYU,2018,61.0,167.9975,0.885,0.836
BYU,2019,64.5,167.7,0.746,0.543
BYU,2020,68.5,165.625,0.669,0.728
BYU,2021,75.75,161.14,0.48,0.557
BYU,2022,77.0,159.24,0.612,0.578
BYU,2023,71.25,164.48499999999999,0.294,0.224
Ball State,2011,93.0,142.28,,
Ball State,2012,97.5,101.405,,
Ball State,2013,100.0,101.96666666666665,,
Ball State,2014,101.25,103.39750000000001,,
Ball State,2015,103.25,94.71000000000001,,
Ball State,2016,104.0,109.5025,,
Ball State,2017,106.0,111.4575,,
Ball State,2018,102.25,116.73500000000001,,
Ball State,2019,106.75,118.74499999999999,,
Ball State,2020,111.75,119.54249999999999,,
Ball State,2021,114.0,124.69,,
Ball State,2022,115.25,127.5075,,
Ball State,2023,109.75,130.4275,,
Baylor,2011,38.0,206.15,,
Baylor,2012,42.0,188.04500000000002,,
Baylor,2013,36.666666666666664,199.57000000000002,,
Baylor,2014,34.25,201.98499999999999,0.822,0.738
Baylor,2015,31.0,204.98000000000002,0.608,0.549
Baylor,2016,28.5,211.465,0.576,0.605
Baylor,2017,32.0,203.8075,0.432,0.493
Baylor,2018,35.25,199.84,0.832,0.689
Baylor,2019,36.25,199.0625,0.78,0.797
Baylor,2020,36.0,200.94,0.791,0.781
Baylor,2021,39.5,198.2225,0.619,0.45
Baylor,2022,40.5,197.4275,0.209,0.171
Baylor,2023,42.5,195.68,0.645,0.691
Bethune-Cookman,2012,132.0,5.99,,
Bethune-Cookman,2013,132.5,14.715,,
Bethune-Cookman,2014,140.0,17.723333333333333,,
Bethune-Cookman,2015,145.75,18.447499999999998,,
Bethune-Cookman,2016,155.25,23.6325,,
Bethune-Cookman,2017,160.75,31.79,,
Bethune-Cookman,2018,180.75,27.795,,
Bethune-Cookman,2019,187.0,26.867500000000003,,
Boise State,2011,110.0,115.97,,
Boise State,2012,81.5,137.975,,
Boise State,2013,74.66666666666667,148.35,,
Boise State,2014,69.75,154.64000000000001,,
Boise State,2015,58.0,166.42000000000002,,
Boise State,2016,59.25,169.345,,
Boise State,2017,61.0,167.235,,
Boise State,2018,63.25,165.715,,
Boise State,2019,61.75,170.8075,,
Boise State,2020,59.75,175.36999999999998,,
Boise State,2021,59.0,177.185,,
Boise State,2022,60.5,175.61,,
Boise State,2023,61.75,173.375,,
Boston College,2011,45.0,196.9,,
Boston College,2012,42.0,188.89499999999998,,
Boston College,2013,51.0,175.93999999999997,,
Boston College,2014,59.75,163.5025,0.199,0.181
Boston College,2015,61.25,158.5575,0.183,0.483
Boston College,2016,66.5,155.6975,0.921,0.869
Boston College,2017,68.75,154.8625,0.524,0.555
Boston College,2018,64.0,163.9675,0.809,0.698
Boston College,2019,69.0,162.805,0.666,0.799
Boston College,2020,69.75,164.7575,0.465,0.514
Boston College,2021,66.0,170.675,0.876,0.801
Boston College,2022,58.25,180.4375,0.636,0.597
Boston College,2023,50.5,187.9575,0.372,0.526
Bowling Green,2011,89.0,146.16,,
Bowling Green,2012,89.5,111.875,,
Bowling Green,2013,91.0,112.98333333333335,,
Bowling Green,2014,89.5,117.57749999999999,,
Bowling Green,2015,93.75,106.69749999999999,,
Bowling Green,2016,97.25,117.25750000000001,,
Bowling Green,2017,101.5,116.3525,,
Bowling Green,2018,100.5,118.04749999999999,,
Bowling Green,2019,96.75,128.39499999999998,,
Bowling Green,2020,103.0,127.27999999999999,,
Bowling Green,2021,96.5,137.98499999999999,,
Bowling Green,2022,102.0,136.8825,,
Bowling Green,2023,106.5,129.82999999999998,,
Brown,2016,181.0,11.99,,
Brown,2017,208.5,11.34,,
Brown,2018,205.0,24.2,,
Brown,2020,214.0,18.27,,
Brown,2021,195.33333333333334,24.23,,
Bucknell,2014,199.0,7.79,,
Bucknell,2015,217.0,7.05,,
Bucknell,2016,213.66666666666666,8.683333333333332,,
Bucknell,2019,208.5,15.54,,
Bucknell,2020,216.0,17.045,,
Bucknell,2022,211.5,17.465,,
Buffalo,2011,108.0,125.67,,
Buffalo,2012,104.0,93.775,,
Buffalo,2013,108.33333333333333,92.22666666666667,,
Buffalo,2014,113.25,87.3025,,
Buffalo,2015,111.25,82.9,,
Buffalo,2016,115.75,93.23249999999999,,
Buffalo,2017,116.0,97.82749999999999,,
Buffalo,2018,112.25,107.9375,,
Buffalo,2019,121.25,101.25,,
Buffalo,2020,118.25,109.10749999999999,,
Buffalo,2021,121.25,110.965,,
Buffalo,2022,117.5,117.1675,,
Buffalo,2023,103.75,133.805,,
Butler,2015,287.0,-0.03,,
Butler,2018,258.5,3.32,,
Cal Poly,2014,188.0,2.98,,
Cal Poly,2015,208.5,4.825,,
Cal Poly,2016,190.66666666666666,14.876666666666665,,
Cal Poly,2017,191.0,23.69333333333333,,
Cal Poly,2018,196.5,21.385,,
Cal Poly,2019,197.5,21.21,,
Cal Poly,2020,203.5,21.1625,,
Cal Poly,2021,190.0,37.525,,
Cal Poly,2023,148.33333333333334,64.03,,
California,2011,20.0,233.8,,
California,2012,17.5,241.75,,
California,2013,21.666666666666668,233.79333333333332,,
California,2014,26.5,223.0575,,
California,2015,35.25,208.2375,,
California,2016,40.0,195.505,,
California,2017,40.25,192.985,,
California,2018,47.5,185.155,,
California,2019,44.25,190.8775,,
California,2020,46.5,190.305,,
California,2021,48.5,187.855,,
California,2022,38.0,200.27249999999998,,
California,2023,42.25,194.8025,,
Campbell,2016,236.0,5.95,,
Campbell,2017,240.0,6.3100000000000005,,
Campbell,2018,234.0,8.003333333333334,,
Campbell,2020,217.0,11.856666666666667,,
Campbell,2021,211.66666666666666,13.293333333333335,,
Campbell,2022,201.66666666666666,11.763333333333335,,
Campbell,2023,169.66666666666666,51.67333333333334,,
Central Arkansas,2013,186.0,3.98,,
Central Arkansas,2014,165.5,16.43,,
Central Arkansas,2015,171.0,16.196666666666665,,
Central Arkansas,2016,174.25,17.4125,,
Central Arkansas,2017,164.75,31.9925,,
Central Arkansas,2018,187.5,26.68,,
Central Arkansas,2019,180.75,32.0875,,
Central Arkansas,2020,168.75,53.5325,,
Central Arkansas,2021,169.25,53.43000000000001,,
Central Arkansas,2022,146.75,59.0975,,
Central Arkansas,2023,139.25,72.44749999999999,,
Central Michigan,2011,106.0,127.67,,
Central Michigan,2012,99.5,101.655,,
Central Michigan,2013,96.33333333333333,107.86333333333334,,
Central Michigan,2014,98.25,107.91,,
Central Michigan,2015,100.75,98.79249999999999,,
Central Michigan,2016,101.75,110.78999999999999,,
Central Michigan,2017,106.0,108.85,,
Central Michigan,2018,103.25,113.6875,,
Central Michigan,2019,104.25,118.6925,,
Central Michigan,2020,106.0,122.275,,
Central Michigan,2021,110.0,126.86000000000001,,
Central Michigan,2022,108.5,131.54000000000002,,
Central Michigan,2023,99.5,139.8625,,
Charleston Southern,2015,135.0,48.6,,
Charleston Southern,2016,172.0,29.865000000000002,,
Charleston Southern,2017,181.66666666666666,28.00666666666667,,
Charleston Southern,2018,188.75,24.887500000000003,,
Charleston Southern,2019,204.0,16.4875,,
Charleston Southern,2021,213.66666666666666,13.186666666666667,,
Charlotte,2013,140.0,19.34,,
Charlotte,2014,126.0,60.045,,
Charlotte,2015,123.66666666666667,69.76333333333334,,
Charlotte,2016,124.25,74.05,,
Charlotte,2017,119.0,95.9225,,
Charlotte,2018,119.5,98.68999999999998,,
Charlotte,2019,117.5,106.4975,,
Charlotte,2020,119.0,112.9425,,
Charlotte,2021,111.25,124.3725,,
Charlotte,2022,108.0,130.125,,
Charlotte,2023,107.0,129.28250000000003,,
Chattanooga,2013,157.0,10.48,,
Chattanooga,2014,147.5,22.384999999999998,,
Chattanooga,2015,142.0,38.016666666666666,,
Chattanooga,2016,139.25,44.355,,
Chattanooga,2017,145.75,50.2425,,
Chattanooga,2018,149.0,56.8225,,
Chattanooga,2019,151.0,59.5125,,
Chattanooga,2021,156.0,58.526666666666664,,
Chattanooga,2022,164.0,42.373333333333335,,
Chattanooga,2023,169.33333333333334,23.580000000000002,,
Cincinnati,2011,56.0,184.21,,
Cincinnati,2012,51.5,176.49,,
Cincinnati,2013,51.333333333333336,179.41333333333333,,
Cincinnati,2014,53.5,175.1425,0.402,0.44
Cincinnati,2015,55.75,169.4475,0.895,0.892
Cincinnati,2016,61.0,167.8675,0.505,0.643
Cincinnati,2017,66.75,159.7375,0.732,0.613
Cincinnati,2018,67.5,161.10500000000002,0.789,0.765
Cincinnati,2019,63.25,168.90750000000003,0.823,0.861
Cincinnati,2020,66.0,167.83749999999998,0.673,0.612
Cincinnati,2021,57.5,178.39,0.855,0.735
Cincinnati,2022,52.25,184.105,0.272,0.241
Cincinnati,2023,50.75,185.38249999999996,0.067,0.261
Clemson,2011,27.0,218.08,,
Clemson,2012,18.5,243.885,,
Clemson,2013,19.0,243.16666666666666,,
Clemson,2014,18.0,244.79,0.288,0.288
Clemson,2015,15.25,250.4525,0.86,0.632
Clemson,2016,15.0,252.525,0.888,0.89
Clemson,2017,12.75,259.88250000000005,0.243,0.229
Clemson,2018,13.0,257.195,0.793,0.779
Clemson,2019,10.75,267.93,0.813,0.752
Clemson,2020,11.0,267.3225,0.764,0.849
Clemson,2021,9.0,276.96500000000003,0.261,0.351
Clemson,2022,6.25,290.0375,0.458,0.621
Clemson,2023,7.0,284.3375,0.551,0.505
Coastal Carolina,2013,153.0,10.62,,
Coastal Carolina,2014,145.0,23.169999999999998,,
Coastal Carolina,2015,152.66666666666666,22.096666666666668,,
Coastal Carolina,2016,157.25,23.25,,
Coastal Carolina,2017,150.5,44.872499999999995,,
Coastal Carolina,2018,147.75,60.07,,
Coastal Carolina,2019,134.25,85.115,,
Coastal Carolina,2020,122.0,109.7025,,
Coastal Carolina,2021,119.5,119.5775,,
Coastal Carolina,2022,109.0,133.1175,,
Coastal Carolina,2023,97.75,144.5025,,
Colgate,2014,189.0,9.83,,
Colgate,2015,192.0,11.545,,
Colgate,2016,185.66666666666666,16.419999999999998,,
Colgate,2017,194.5,16.1925,,
Colgate,2018,204.0,16.247500000000002,,
Colgate,2019,212.5,14.6775,,
Colgate,2020,225.75,11.3925,,
Colorado,2011,57.0,183.91,,
Colorado,2012,60.5,165.805,,
Colorado,2013,53.333333333333336,178.43999999999997,,
Colorado,2014,57.0,171.6525,0.624,0.718
Colorado,2015,61.25,162.64999999999998,0.811,0.839
Colorado,2016,62.5,166.235,0.756,0.701
Colorado,2017,70.0,155.4125,0.746,0.671
Colorado,2018,61.75,168.535,0.586,0.521
Colorado,2019,56.5,178.33749999999998,0.851,0.679
Colorado,2020,50.25,186.465,0.258,0.443
Colorado,2021,42.0,197.1525,0.758,0.547
Colorado,2022,49.5,187.98499999999999,0.694,0.717
Colorado,2023,48.0,189.3025,0.077,0.13
Colorado State,2011,70.0,172.59,,
Colorado State,2012,73.0,147.69,,
Colorado State,2013,88.66666666666667,123.37666666666667,,
Colorado State,2014,87.5,125.685,,
Colorado State,2015,91.5,113.23,,
Colorado State,2016,102.25,107.9625,,
Colorado State,2017,91.25,126.9,,
Colorado State,2018,88.5,133.27,,
Colorado State,2019,88.5,140.775,,
Colorado State,2020,79.75,154.15,,
Colorado State,2021,86.25,152.225,,
Colorado State,2022,90.25,148.87,,
Colorado State,2023,88.25,148.8825,,
Columbia,2013,177.0,6.67,,
Columbia,2014,180.5,8.73,,
Columbia,2015,197.0,8.043333333333335,,
Columbia,2016,202.5,8.3975,,
Columbia,2017,190.75,29.3975,,
Columbia,2018,186.5,37.6075,,
Columbia,2020,149.33333333333334,58.89333333333334,,
Columbia,2021,155.66666666666666,49.35333333333333,,
Cornell,2014,173.0,6.67,,
Cornell,2015,195.5,7.745,,
Cornell,2016,196.33333333333334,9.726666666666667,,
Cornell,2017,216.0,11.573333333333332,,
Cornell,2018,207.25,16.7175,,
Cornell,2020,230.33333333333334,14.773333333333333,,
Dartmouth,2013,139.0,19.37,,
Dartmouth,2015,176.0,11.34,,
Dartmouth,2016,174.66666666666666,16.346666666666668,,
Dartmouth,2017,185.66666666666666,24.060000000000002,,
Dartmouth,2018,173.66666666666666,34.64,,
Dartmouth,2019,173.25,32.3375,,
Dartmouth,2020,170.25,39.46,,
Dartmouth,2023,154.0,59.91,,
Delaware,2013,189.0,0.98,,
Delaware,2014,168.0,14.805,,
Delaware,2015,167.0,16.65,,
Delaware,2016,165.75,20.5825,,
Delaware,2017,164.5,28.5225,,
Delaware,2018,165.75,36.0,,
Delaware,2019,180.75,32.91,,
Delaware,2020,184.25,33.7175,,
Delaware State,2014,158.0,10.48,,
Delaware State,2015,185.0,10.17,,
Delaware State,2016,202.0,8.44,,
Delaware State,2017,219.0,11.586666666666668,,
Drake,2018,259.0,5.31,,
Duke,2011,73.0,171.81,,
Duke,2012,68.0,160.57,,
Duke,2013,66.0,162.05333333333334,,
Duke,2014,67.25,158.78000000000003,0.782,0.728
Duke,2015,64.25,157.41500000000002,0.394,0.37
Duke,2016,61.5,164.025,0.693,0.753
Duke,2017,54.25,173.9375,0.827,0.809
Duke,2018,48.25,182.8125,0.85,0.835
Duke,2019,48.75,185.4375,0.289,0.391
Duke,2020,48.0,189.34,0.377,0.476
Duke,2021,55.0,181.10250000000002,0.682,0.379
Duke,2022,57.75,179.0275,0.376,0.329
Duke,2023,55.0,181.51,0.989,0.991
Duquesne,2014,150.0,25.58,,
Duquesne,2015,185.5,16.95,,
Duquesne,2018,191.0,20.355,,
Duquesne,2019,176.0,24.490000000000002,,
Duquesne,2021,215.5,12.055,,
Duquesne,2023,208.0,9.83,,
East Carolina,2011,83.0,152.95,,
East Carolina,2012,77.5,145.51,,
East Carolina,2013,78.33333333333333,141.35999999999999,,
East Carolina,2014,77.0,142.685,,
East Carolina,2015,75.25,138.665,,
East Carolina,2016,80.5,135.86,,
East Carolina,2017,80.25,139.25,,
East Carolina,2018,81.75,138.7225,,
East Carolina,2019,85.0,141.3625,,
East Carolina,2020,81.25,149.25,,
East Carolina,2021,79.0,153.36,,
East Carolina,2022,83.25,152.04250000000002,,
East Carolina,2023,82.25,151.0075,,
East Tennessee State,2015,159.0,23.78,,
East Tennessee State,2017,161.5,27.53,,
East Tennessee State,2018,171.0,27.623333333333335,,
East Tennessee State,2019,191.0,22.540000000000003,,
East Tennessee State,2020,197.66666666666666,23.083333333333332,,
East Tennessee State,2022,190.33333333333334,25.793333333333333,,
East Tennessee State,2023,170.66666666666666,28.58,,
Eastern Illinois,2014,135.0,0.0,,
Eastern Illinois,2016,158.0,24.03,,
Eastern Illinois,2017,178.5,24.59,,
Eastern Illinois,2018,199.66666666666666,18.616666666666667,,
Eastern Illinois,2019,227.0,11.93,,
Eastern Illinois,2020,213.5,18.295,,
Eastern Illinois,2023,166.0,40.08,,
Eastern Kentucky,2014,166.0,7.49,,
Eastern Kentucky,2015,181.0,10.365,,
Eastern Kentucky,2016,191.0,10.58,,
Eastern Kentucky,2017,187.0,26.78333333333333,,
Eastern Kentucky,2018,175.75,38.4175,,
Eastern Kentucky,2019,162.0,53.3675,,
Eastern Kentucky,2020,144.25,73.19500000000001,,
Eastern Kentucky,2022,144.0,74.62,,
Eastern Kentucky,2023,149.33333333333334,56.69333333333333,,
Eastern Michigan,2011,111.0,110.9,,
Eastern Michigan,2012,111.0,82.295,,
Eastern Michigan,2013,110.0,87.17999999999999,,
Eastern Michigan,2014,110.75,90.03,,
Eastern Michigan,2015,114.0,83.5275,,
Eastern Michigan,2016,115.0,97.6425,,
Eastern Michigan,2017,118.25,99.1275,,
Eastern Michigan,2018,120.75,99.725,,
Eastern Michigan,2019,117.25,108.88749999999999,,
Eastern Michigan,2020,119.25,112.5975,,
Eastern Michigan,2021,117.75,121.0675,,
Eastern Michigan,2022,115.0,127.96000000000001,,
Eastern Michigan,2023,119.5,117.0675,,
Eastern Washington,2013,132.0,24.65,,
Eastern Washington,2014,143.0,24.29,,
Eastern Washington,2015,155.0,21.7,,
Eastern Washington,2016,161.0,21.78,,
Eastern Washington,2017,164.25,31.775,,
Eastern Washington,2018,158.25,48.9975,,
Eastern Washington,2019,148.5,63.625,,
Eastern Washington,2020,138.25,81.81,,
Eastern Washington,2021,134.0,95.1425,,
Eastern Washington,2022,136.0,83.97,,
Eastern Washington,2023,139.0,71.445,,
Elon,2013,172.0,6.67,,
Elon,2014,193.0,4.32,,
Elon,2015,205.66666666666666,5.1033333333333335,,
Elon,2016,206.75,6.592499999999999,,
Elon,2017,218.5,8.8275,,
Elon,2018,226.25,10.002500000000001,,
Elon,2019,220.0,11.1225,,
Elon,2020,222.5,12.3775,,
Florida,2011,1.0,324.62,,
Florida,2012,6.0,291.43,,
Florida,2013,5.0,291.04333333333335,,
Florida,2014,4.5,291.255,0.436,0.639
Florida,2015,6.5,276.95,0.522,0.426
Florida,2016,9.0,269.255,0.311,0.218
Florida,2017,11.25,261.9275,0.802,0.727
Florida,2018,13.25,251.7625,0.704,0.721
Florida,2019,14.5,249.8025,0.857,0.854
Florida,2020,11.5,262.15000000000003,0.572,0.631
Florida,2021,10.5,265.1575,0.27,0.41
Florida,2022,11.0,267.755,0.31,0.302
Florida,2023,11.75,261.1125,0.367,0.438
Florida A&M,2014,172.0,15.66,,
Florida A&M,2015,233.5,7.815,,
Florida A&M,2016,208.66666666666666,16.186666666666667,,
Florida A&M,2017,193.25,27.9675,,
Florida A&M,2018,201.75,28.575000000000003,,
Florida A&M,2019,181.5,30.840000000000003,,
Florida A&M,2022,224.0,9.48,,
Florida A&M,2023,187.0,21.255,,
Florida Atlantic,2011,118.0,66.11,,
Florida Atlantic,2012,110.5,63.3,,
Florida Atlantic,2013,101.0,84.10666666666667,,
Florida Atlantic,2014,99.75,92.97500000000001,,
Florida Atlantic,2015,93.75,104.39,,
Florida Atlantic,2016,87.75,125.77250000000001,,
Florida Atlantic,2017,89.5,127.52749999999999,,
Florida Atlantic,2018,80.5,140.4275,,
Florida Atlantic,2019,75.75,153.46,,
Florida Atlantic,2020,71.0,161.7025,,
Florida Atlantic,2021,67.0,169.14499999999998,,
Florida Atlantic,2022,72.5,164.6525,,
Florida Atlantic,2023,84.75,147.36,,
Florida International,2011,82.0,153.54,,
Florida International,2012,87.0,114.88999999999999,,
Florida International,2013,84.33333333333333,121.41333333333334,,
Florida International,2014,91.75,115.58000000000001,,
Florida International,2015,98.5,102.36000000000001,,
Florida International,2016,100.5,113.405,,
Florida International,2017,106.75,109.74,,
Florida International,2018,99.0,119.6575,,
Florida International,2019,89.0,137.88750000000002,,
Florida International,2020,86.0,145.92499999999998,,
Florida International,2021,78.5,156.54250000000002,,
Florida International,2023,81.66666666666667,155.65666666666667,,
Florida State,2011,8.0,271.41,,
Florida State,2012,5.0,284.22,,
Florida State,2013,4.666666666666667,286.18333333333334,,
Florida State,2014,6.25,280.31,0.617,0.621
Florida State,2015,5.25,284.155,0.308,0.372
Florida State,2016,5.5,281.6625,0.773,0.749
Florida State,2017,5.25,282.84250000000003,0.597,0.562
Florida State,2018,4.0,290.39,0.639,0.874
Florida State,2019,5.75,285.04749999999996,0.526,0.421
Florida State,2020,9.75,274.36,0.623,0.527
Florida State,2021,14.5,260.255,0.85,0.735
Florida State,2022,18.5,240.77750000000003,0.738,0.598
Florida State,2023,20.75,231.78750000000002,0.785,0.792
Fordham,2014,195.0,8.51,,
Fordham,2015,183.0,13.715,,
Fordham,2016,200.33333333333334,10.81,,
Fordham,2017,203.0,12.887500000000001,,
Fordham,2018,203.25,16.997500000000002,,
Fordham,2019,202.5,19.080000000000002,,
Fordham,2020,190.25,25.9525,,
Fordham,2021,186.25,26.535,,
Fresno State,2011,69.0,175.17,,
Fresno State,2012,83.5,121.23499999999999,,
Fresno State,2013,94.0,110.69666666666667,,
Fresno State,2014,89.25,118.7125,,
Fresno State,2015,93.0,106.025,,
Fresno State,2016,86.5,127.955,,
Fresno State,2017,79.0,139.85500000000002,,
Fresno State,2018,81.25,138.6,,
Fresno State,2019,83.25,142.9275,,
Fresno State,2020,87.0,142.5475,,
Fresno State,2021,96.0,141.12,,
Fresno State,2022,93.5,146.4625,,
Fresno State,2023,88.5,151.895,,
Furman,2013,187.0,3.31,,
Furman,2014,161.5,20.195,,
Furman,2015,157.0,23.74,,
Furman,2016,157.75,26.035,,
Furman,2017,153.5,36.5125,,
Furman,2018,174.25,30.392500000000002,,
Furman,2019,176.75,31.3,,
Furman,2020,181.75,31.7425,,
Furman,2022,165.33333333333334,37.43333333333334,,
Gardner-Webb,2013,135.0,22.12,,
Gardner-Webb,2015,172.5,14.05,,
Gardner-Webb,2016,178.0,14.966666666666669,,
Gardner-Webb,2017,196.33333333333334,17.343333333333334,,
Gardner-Webb,2018,212.0,16.006666666666664,,
Gardner-Webb,2019,203.25,17.805,,
